PDB_File,LigVol,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,FractionCSP3,NumHeteroatoms,HeavyAtomCount,NumAtoms,MolMR,BertzCT,NumCarbons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
DB00208,229.32800000000006,263.7929999999999,3.959800000000003,3.24,0,2,2,2,0.2857142857142857,3,17,31,73.58900000000004,1064.407218786082,14,0.43873046834897983,0.9696975540864095,0.0013037381651980478,0.24430852133897218,0.8833534722067642,677.5543554580041,2449.853116961942,2773.35539400983,3.3443171018889997,0.2607948781144722
DB00210,383.6640000000001,412.52899999999966,6.681400000000006,46.53,1,3,5,3,0.39285714285714285,3,31,59,122.74530000000006,2321.0857128123866,28,0.5725433586284936,0.9852623151215669,0.0005217335072027471,0.17105019848363348,0.8704492752840841,1668.3790925197854,8490.135555860925,9753.739588202934,4.912674324849637,0.11846383554788288
DB00211,236.51200000000006,254.28600000000014,-0.1879000000000003,93.80999999999999,3,5,10,1,0.4166666666666667,6,18,36,66.56990000000003,994.005334745576,12,0.3987996964094193,0.9630303483170886,0.000991539054585034,0.2693929253344772,0.8097098880238932,816.6192589990944,2454.4990850867275,3031.3314946381133,3.5202902755254026,0.12799741307590312
DB00213,306.9680000000001,383.3759999999999,2.8843000000000005,86.33,1,6,9,3,0.25,10,26,41,90.17910000000003,1555.263633213755,16,0.75231015136709,0.9958357954109477,0.0011736585119292633,0.09116506226754525,0.9611502965166948,818.9352241281438,8634.007523504384,8982.994183942817,4.903488353692224,0.12075953466213936
DB00214,307.5040000000001,348.42799999999977,2.5299200000000006,100.19,3,5,8,2,0.25,8,24,44,92.68790000000003,1590.6002979800514,16,0.11858161139198564,0.8406895807826755,0.00035366299085645594,0.5415173393008291,0.7648229810829078,2162.5756747426612,3054.3575511535437,3993.548346087743,3.635546025557324,0.4135474882777771
DB00215,305.2560000000001,324.3989999999996,3.812980000000003,36.26,0,3,7,2,0.35,4,24,45,90.91400000000006,1581.7050473350027,20,0.2355036699856543,0.9160420542732073,0.000396263703244873,0.4010822294778495,0.7440314450925758,1877.6169480069643,3483.0913675099277,4681.376560740045,3.9342068720153947,0.3534387518595829
DB00216,354.0160000000001,382.52899999999966,3.8210000000000024,53.17,1,3,7,3,0.36363636363636365,5,27,53,109.85350000000003,2159.9795740314034,22,0.3704167849424846,0.957761593552877,0.00039136306019297033,0.28756343633197484,0.8410400384927976,2149.0021007044047,6285.210778365452,7473.140981051256,4.559862958583089,0.22557987229574664
DB00217,181.18400000000005,177.25100000000012,0.9813999999999998,36.42,2,1,4,1,0.3,3,13,28,55.70040000000003,750.7372293566574,10,0.3891621059929866,0.9611216969935528,0.002444146954054017,0.27612512302982006,0.8903396653913062,364.2741955079797,1174.5681152824193,1319.2359735721693,2.839407435297074,0.3069835917541218
DB00218,351.6960000000001,401.43799999999976,2.3705,83.80000000000001,2,7,5,2,0.5238095238095238,8,29,53,106.67600000000006,2036.7081057994149,21,0.5006934046920338,0.978043571595592,0.000606779615867672,0.20840050878185984,0.8512724077578041,1402.9350780686932,5730.69580691626,6731.917720686541,4.155700981064938,0.17820361284854971
DB00219,355.6720000000001,348.50699999999944,3.4841000000000024,46.53,1,3,12,1,0.6666666666666666,4,25,59,100.00620000000008,1751.6670332136707,21,0.22326761988803293,0.9130199452773842,0.0004264663895851662,0.4079149170178538,0.8008689730944519,1877.9181493610222,3686.960974188569,4603.700602787293,3.819525364216357,0.3165668364737691
